               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  78,            0.024976,            0.024097,           0.0017652,             0.93612,             0.81197,             0.82094,             0.58466,            0.019844,            0.014951,           0.0012484,           0.0061885,           0.0061885,           0.0061885
                  79,            0.024744,             0.02492,           0.0019869,             0.95255,             0.80256,              0.8203,             0.59808,             0.02003,            0.014892,           0.0012794,            0.006139,            0.006139,            0.006139
                  80,            0.025483,            0.027485,            0.001825,             0.97151,             0.79996,             0.82163,             0.58404,            0.018647,            0.014675,           0.0012564,           0.0060895,           0.0060895,           0.0060895
                  81,            0.026039,             0.02553,           0.0035655,             0.95353,             0.79639,             0.81718,              0.5823,            0.019271,            0.014779,           0.0012468,             0.00604,             0.00604,             0.00604
                  82,            0.024811,            0.024253,            0.001492,             0.96789,             0.80471,              0.8238,             0.58205,            0.018831,            0.014286,           0.0012276,           0.0059905,           0.0059905,           0.0059905
                  83,            0.023645,            0.023002,           0.0015798,             0.96649,             0.80196,             0.82504,             0.59898,            0.017619,            0.014123,            0.001221,            0.005941,            0.005941,            0.005941
                  84,            0.023295,            0.026683,           0.0018476,             0.94811,             0.81025,             0.82225,             0.59934,             0.01773,            0.013937,           0.0011922,           0.0058915,           0.0058915,           0.0058915
                  85,            0.024054,            0.024894,           0.0020011,              0.9733,             0.81591,             0.82489,             0.61816,            0.016462,            0.013814,           0.0012028,            0.005842,            0.005842,            0.005842
                  86,            0.023062,            0.024736,           0.0017747,             0.96895,             0.81324,             0.82854,             0.61003,            0.018165,            0.013806,           0.0011675,           0.0057925,           0.0057925,           0.0057925
                  87,            0.024042,            0.023808,           0.0015008,              0.9453,             0.80096,             0.82799,             0.62464,            0.018248,            0.013774,           0.0011611,            0.005743,            0.005743,            0.005743
                  88,            0.023684,            0.022489,           0.0016541,             0.95362,             0.80695,             0.82694,             0.61947,            0.017579,             0.01396,           0.0011533,           0.0056935,           0.0056935,           0.0056935
                  89,            0.023439,            0.022727,           0.0014378,             0.95316,             0.80462,               0.825,             0.59456,            0.017909,             0.01389,           0.0011778,            0.005644,            0.005644,            0.005644
                  90,            0.024019,            0.022989,            0.001691,             0.96256,             0.80335,             0.82599,             0.60939,            0.017794,            0.013682,           0.0012743,           0.0055945,           0.0055945,           0.0055945
                  91,            0.022809,            0.023283,              0.0016,             0.97171,             0.81263,             0.82778,              0.6276,            0.015821,            0.013345,           0.0012107,            0.005545,            0.005545,            0.005545
                  92,            0.022578,            0.022054,           0.0015392,             0.97696,             0.80415,             0.82716,             0.61937,            0.015725,            0.013414,           0.0011695,           0.0054955,           0.0054955,           0.0054955
                  93,            0.021753,            0.023861,           0.0016667,             0.96562,             0.81276,             0.83323,             0.63078,            0.015546,            0.013138,           0.0010825,            0.005446,            0.005446,            0.005446
                  94,            0.022881,            0.024718,           0.0014765,             0.95609,             0.80548,              0.8349,             0.61739,            0.017553,            0.013802,           0.0010605,           0.0053965,           0.0053965,           0.0053965
                  95,            0.022208,            0.023662,           0.0016614,              0.9607,             0.81775,             0.82714,             0.62589,            0.014602,            0.013358,           0.0010391,            0.005347,            0.005347,            0.005347
                  96,            0.022172,            0.024551,           0.0013887,              0.9709,             0.82134,             0.82933,             0.64021,            0.015814,            0.013145,           0.0010014,           0.0052975,           0.0052975,           0.0052975
                  97,            0.022555,            0.021975,           0.0014977,             0.96343,             0.82484,             0.82996,             0.62755,            0.015211,            0.012989,          0.00098848,            0.005248,            0.005248,            0.005248
                  98,            0.021858,            0.024834,           0.0015723,             0.96875,             0.81681,             0.84225,             0.65151,            0.016269,            0.013509,           0.0010011,           0.0051985,           0.0051985,           0.0051985
                  99,            0.021769,            0.024727,           0.0014175,             0.96914,             0.81552,             0.87946,             0.64113,            0.017417,            0.013494,          0.00099386,            0.005149,            0.005149,            0.005149
                 100,            0.022423,            0.021916,           0.0012662,             0.96418,             0.81568,             0.82898,             0.62674,            0.016445,            0.013549,          0.00098969,           0.0050995,           0.0050995,           0.0050995
                 101,             0.02241,             0.02356,           0.0019511,             0.95561,             0.81058,             0.99053,             0.78448,            0.014801,            0.013337,          0.00097954,             0.00505,             0.00505,             0.00505
                 102,            0.022237,            0.022424,           0.0014381,             0.95611,             0.81415,             0.82825,             0.62909,            0.015397,            0.013296,          0.00097119,           0.0050005,           0.0050005,           0.0050005
                 103,            0.021878,             0.02229,           0.0013151,             0.97148,             0.82212,             0.82832,             0.64002,             0.01529,             0.01349,          0.00093079,            0.004951,            0.004951,            0.004951
                 104,            0.021026,            0.022212,           0.0011718,             0.96726,             0.82371,             0.99017,             0.78945,            0.016016,            0.012945,          0.00093646,           0.0049015,           0.0049015,           0.0049015
                 105,            0.021008,            0.022685,           0.0014277,             0.96826,             0.82085,             0.98985,             0.78035,             0.01475,            0.013031,          0.00089224,            0.004852,            0.004852,            0.004852
                 106,            0.021244,            0.023785,           0.0012143,             0.97114,             0.82254,             0.99005,             0.80021,            0.014065,             0.01269,          0.00090363,           0.0048025,           0.0048025,           0.0048025
                 107,            0.019971,            0.022965,           0.0013263,             0.97197,             0.82555,              0.9905,             0.77163,            0.013604,            0.012544,          0.00089563,            0.004753,            0.004753,            0.004753
                 108,            0.021806,            0.022733,           0.0013117,             0.97391,             0.82283,             0.99016,             0.76733,            0.015401,            0.013003,          0.00090343,           0.0047035,           0.0047035,           0.0047035
                 109,            0.020784,            0.022973,           0.0012463,             0.97328,             0.82494,             0.99235,             0.78432,            0.014046,            0.012382,          0.00091437,            0.004654,            0.004654,            0.004654
                 110,            0.020223,            0.021607,           0.0012364,             0.97315,             0.82581,             0.99227,             0.77651,            0.015893,            0.013002,          0.00089899,           0.0046045,           0.0046045,           0.0046045
                 111,            0.020562,            0.022696,           0.0013057,             0.96068,             0.81135,             0.99169,             0.78274,            0.015792,              0.0132,          0.00093664,            0.004555,            0.004555,            0.004555
                 112,            0.020595,            0.023812,           0.0012394,             0.97797,             0.80928,             0.99264,             0.76606,            0.016335,             0.01295,          0.00089132,           0.0045055,           0.0045055,           0.0045055
                 113,            0.020272,            0.021912,           0.0012522,             0.97752,             0.82713,             0.99252,             0.80243,            0.014425,            0.012444,          0.00085615,            0.004456,            0.004456,            0.004456
                 114,            0.020055,            0.022917,           0.0012168,             0.97807,             0.82494,             0.99336,             0.78295,            0.015444,            0.012568,          0.00085588,           0.0044065,           0.0044065,           0.0044065
                 115,            0.019808,            0.022935,           0.0013704,             0.97777,             0.82602,             0.99303,             0.78483,            0.013676,            0.012124,          0.00084013,            0.004357,            0.004357,            0.004357
                 116,            0.019727,            0.021354,           0.0012085,             0.98062,             0.82614,             0.99372,             0.80784,            0.014719,            0.012439,          0.00083994,           0.0043075,           0.0043075,           0.0043075
                 117,             0.01955,            0.020931,           0.0012402,             0.97688,             0.82487,             0.99257,             0.78099,            0.013526,            0.012276,          0.00084794,            0.004258,            0.004258,            0.004258
                 118,            0.020212,            0.021397,           0.0010915,             0.97661,              0.8266,             0.99354,             0.80501,            0.014386,            0.012571,          0.00086105,           0.0042085,           0.0042085,           0.0042085
